Table with column headers in rows 3 and 4,,,,
StateFipsCode,CountyFipsCode,PostalCode,Name,PovertyEstimate
48,135,TX,Ector County,"26,375"
48,137,TX,Edwards County,289
48,139,TX,Ellis County,"17,641"
48,141,TX,El Paso County,"171,242"
48,143,TX,Erath County,"7,181"
48,145,TX,Falls County,"3,141"
48,147,TX,Fannin County,"4,835"
48,149,TX,Fayette County,"2,676"
48,151,TX,Fisher County,564
48,153,TX,Floyd County,966
48,155,TX,Foard County,183
48,157,TX,Fort Bend County,"61,654"
48,159,TX,Franklin County,"1,537"
48,161,TX,Freestone County,"2,892"
48,163,TX,Frio County,"4,124"
48,165,TX,Gaines County,"3,009"
48,167,TX,Galveston County,"42,174"
48,169,TX,Garza County,"1,044"
48,171,TX,Gillespie County,"2,376"
48,173,TX,Glasscock County,98
48,175,TX,Goliad County,"1,045"
48,177,TX,Gonzales County,"3,129"
48,179,TX,Gray County,"3,388"
48,181,TX,Grayson County,"15,392"
48,183,TX,Gregg County,"19,426"
48,185,TX,Grimes County,"4,419"
48,187,TX,Guadalupe County,"16,664"
48,189,TX,Hale County,"5,848"
48,191,TX,Hall County,679
48,193,TX,Hamilton County,"1,201"
48,195,TX,Hansford County,595
48,197,TX,Hardeman County,610
48,199,TX,Hardin County,"5,485"
48,201,TX,Harris County,"767,505"
48,203,TX,Harrison County,"10,198"
48,205,TX,Hartley County,450
48,207,TX,Haskell County,"1,023"
48,209,TX,Hays County,"30,782"
48,211,TX,Hemphill County,330
48,213,TX,Henderson County,"12,989"
48,215,TX,Hidalgo County,"251,220"
48,217,TX,Hill County,"4,985"
48,219,TX,Hockley County,"3,379"
48,221,TX,Hood County,"6,484"
48,223,TX,Hopkins County,"5,350"
48,225,TX,Houston County,"3,915"
48,227,TX,Howard County,"4,851"
48,229,TX,Hudspeth County,780
48,231,TX,Hunt County,"13,902"
48,233,TX,Hutchinson County,"2,551"
48,235,TX,Irion County,136
48,237,TX,Jack County,"1,233"
48,239,TX,Jackson County,"2,002"
48,241,TX,Jasper County,"7,663"
48,243,TX,Jeff Davis County,398
48,245,TX,Jefferson County,"45,633"
48,247,TX,Jim Hogg County,"1,111"
48,249,TX,Jim Wells County,"8,234"
48,251,TX,Johnson County,"17,978"
48,253,TX,Jones County,"2,929"
48,255,TX,Karnes County,"2,721"
48,257,TX,Kaufman County,"13,916"
48,259,TX,Kendall County,"3,154"
48,261,TX,Kenedy County,48
48,263,TX,Kent County,81
48,265,TX,Kerr County,"6,378"
48,267,TX,Kimble County,679
48,269,TX,King County,30
48,271,TX,Kinney County,545
48,273,TX,Kleberg County,"7,233"
48,275,TX,Knox County,562
48,277,TX,Lamar County,"8,424"
48,279,TX,Lamb County,"2,423"
48,281,TX,Lampasas County,"2,694"
48,283,TX,La Salle County,"1,503"
48,285,TX,Lavaca County,"2,505"
48,287,TX,Lee County,"2,215"
48,289,TX,Leon County,"2,593"
48,291,TX,Liberty County,"14,473"
48,293,TX,Limestone County,"3,503"
48,295,TX,Lipscomb County,385
48,297,TX,Live Oak County,"1,838"
48,299,TX,Llano County,"2,650"
48,301,TX,Loving County,3
48,303,TX,Lubbock County,"48,593"
48,305,TX,Lynn County,952
48,307,TX,McCulloch County,"1,288"
48,309,TX,McLennan County,"37,352"
48,311,TX,McMullen County,73
48,313,TX,Madison County,"2,000"
48,315,TX,Marion County,"2,188"
48,317,TX,Martin County,688
48,319,TX,Mason County,466
48,321,TX,Matagorda County,"8,267"
48,323,TX,Maverick County,"11,691"
48,325,TX,Medina County,"7,080"
48,327,TX,Menard County,380
48,329,TX,Midland County,"17,432"
48,331,TX,Milam County,"3,604"
48,333,TX,Mills County,601
48,335,TX,Mitchell County,"1,447"
48,337,TX,Montague County,"2,850"
48,339,TX,Montgomery County,"67,809"
48,341,TX,Moore County,"2,486"
48,343,TX,Morris County,"2,213"
48,345,TX,Motley County,180
48,347,TX,Nacogdoches County,"12,474"
48,349,TX,Navarro County,"8,469"
48,351,TX,Newton County,"2,310"
48,353,TX,Nolan County,"2,601"
48,355,TX,Nueces County,"62,967"
48,357,TX,Ochiltree County,"1,149"
48,359,TX,Oldham County,239
48,361,TX,Orange County,"10,515"
48,363,TX,Palo Pinto County,"4,212"
48,365,TX,Panola County,"3,018"
48,367,TX,Parker County,"12,227"
48,369,TX,Parmer County,"1,481"
48,371,TX,Pecos County,"2,972"
48,373,TX,Polk County,"8,117"
48,375,TX,Potter County,"22,716"
48,377,TX,Presidio County,"1,304"
48,379,TX,Rains County,"1,594"
48,381,TX,Randall County,"12,785"
48,383,TX,Reagan County,386
48,385,TX,Real County,435
48,387,TX,Red River County,"2,140"
48,389,TX,Reeves County,"2,590"
48,391,TX,Refugio County,"1,033"
48,393,TX,Roberts County,59
48,395,TX,Robertson County,"2,842"
48,397,TX,Rockwall County,"5,880"
48,399,TX,Runnels County,"1,509"
48,401,TX,Rusk County,"7,880"
48,403,TX,Sabine County,"1,628"
48,405,TX,San Augustine County,"1,768"
48,407,TX,San Jacinto County,"4,804"
48,409,TX,San Patricio County,"11,367"
48,411,TX,San Saba County,935
48,413,TX,Schleicher County,358
48,415,TX,Scurry County,"2,308"
48,417,TX,Shackelford County,383
48,419,TX,Shelby County,"4,650"
48,421,TX,Sherman County,332
48,423,TX,Smith County,"30,154"
48,425,TX,Somervell County,863
48,427,TX,Starr County,"20,610"
48,429,TX,Stephens County,"1,389"
48,431,TX,Sterling County,158
48,433,TX,Stonewall County,185
48,435,TX,Sutton County,459
48,437,TX,Swisher County,"1,347"
48,439,TX,Tarrant County,"242,783"
48,441,TX,Taylor County,"24,828"
48,443,TX,Terrell County,126
48,445,TX,Terry County,"2,414"
48,447,TX,Throckmorton County,224
48,449,TX,Titus County,"4,920"
48,451,TX,Tom Green County,"15,221"
48,453,TX,Travis County,"143,340"
48,455,TX,Trinity County,"2,339"
48,457,TX,Tyler County,"3,232"
48,459,TX,Upshur County,"6,166"
48,461,TX,Upton County,502
48,463,TX,Uvalde County,"4,984"
48,465,TX,Val Verde County,"8,612"
48,467,TX,Van Zandt County,"8,074"
48,469,TX,Victoria County,"14,471"
48,471,TX,Walker County,"14,402"
48,473,TX,Waller County,"7,505"
48,475,TX,Ward County,"1,565"
48,477,TX,Washington County,"4,719"
48,479,TX,Webb County,"59,771"
48,481,TX,Wharton County,"6,575"
48,483,TX,Wheeler County,691
48,485,TX,Wichita County,"17,237"
48,487,TX,Wilbarger County,"1,747"
48,489,TX,Willacy County,"5,912"
48,491,TX,Williamson County,"38,403"
48,493,TX,Wilson County,"5,004"
48,495,TX,Winkler County,"1,076"
48,497,TX,Wise County,"7,216"
48,499,TX,Wood County,"6,250"
48,501,TX,Yoakum County,971
48,503,TX,Young County,"2,628"
48,505,TX,Zapata County,"4,001"
48,507,TX,Zavala County,"2,338"
49,000,UT,Utah,"286,086"
49,001,UT,Beaver County,662
49,003,UT,Box Elder County,"4,712"
49,005,UT,Cache County,"14,719"
49,007,UT,Carbon County,"3,166"
49,009,UT,Daggett County,70
49,011,UT,Davis County,"23,286"
49,013,UT,Duchesne County,"2,555"
49,015,UT,Emery County,"1,173"
49,017,UT,Garfield County,490
49,019,UT,Grand County,"1,061"
49,021,UT,Iron County,"7,906"
49,023,UT,Juab County,"1,057"
49,025,UT,Kane County,729
49,027,UT,Millard County,"1,322"
49,029,UT,Morgan County,564
49,031,UT,Piute County,219
49,033,UT,Rich County,208
49,035,UT,Salt Lake County,"103,046"
49,037,UT,San Juan County,"3,832"
49,039,UT,Sanpete County,"3,129"
49,041,UT,Sevier County,"2,107"
49,043,UT,Summit County,"2,509"
49,045,UT,Tooele County,"4,289"
49,047,UT,Uintah County,"4,285"
49,049,UT,Utah County,"54,542"
49,051,UT,Wasatch County,"1,751"
49,053,UT,Washington County,"17,782"
49,055,UT,Wayne County,283
49,057,UT,Weber County,"24,635"
50,000,VT,Vermont,"63,208"
50,001,VT,Addison County,"2,919"
50,003,VT,Bennington County,"4,471"
50,005,VT,Caledonia County,"3,687"
50,007,VT,Chittenden County,"15,931"
50,009,VT,Essex County,854
50,011,VT,Franklin County,"4,578"
50,013,VT,Grand Isle County,574
50,015,VT,Lamoille County,"2,222"
50,017,VT,Orange County,"2,827"
50,019,VT,Orleans County,"3,384"
50,021,VT,Rutland County,"6,135"
50,023,VT,Washington County,"5,015"
50,025,VT,Windham County,"5,065"
50,027,VT,Windsor County,"5,547"
51,000,VA,Virginia,"862,792"
51,001,VA,Accomack County,"5,326"
51,003,VA,Albemarle County,"7,465"
51,005,VA,Alleghany County,"1,967"
51,007,VA,Amelia County,"1,307"
51,009,VA,Amherst County,"3,742"
51,011,VA,Appomattox County,"1,873"
51,013,VA,Arlington County,"18,150"
51,015,VA,Augusta County,"6,314"
51,017,VA,Bath County,449
51,019,VA,Bedford County,"7,042"
51,021,VA,Bland County,796
51,023,VA,Botetourt County,"2,335"
51,025,VA,Brunswick County,"2,955"
51,027,VA,Buchanan County,"4,502"
51,029,VA,Buckingham County,"2,487"
51,031,VA,Campbell County,"6,018"
51,033,VA,Caroline County,"3,357"
51,035,VA,Carroll County,"4,231"
51,036,VA,Charles City County,753
51,037,VA,Charlotte County,"1,917"
51,041,VA,Chesterfield County,"26,947"
51,043,VA,Clarke County,"1,059"
51,045,VA,Craig County,557
51,047,VA,Culpeper County,"4,647"
51,049,VA,Cumberland County,"1,432"
51,051,VA,Dickenson County,"2,929"
51,053,VA,Dinwiddie County,"3,268"
51,057,VA,Essex County,"1,211"
51,059,VA,Fairfax County,"79,572"
51,061,VA,Fauquier County,"4,780"
51,063,VA,Floyd County,"1,880"
51,065,VA,Fluvanna County,"2,027"
51,067,VA,Franklin County,"6,052"
51,069,VA,Frederick County,"6,980"
51,071,VA,Giles County,"1,934"
51,073,VA,Gloucester County,"3,252"
51,075,VA,Goochland County,"1,549"
51,077,VA,Grayson County,"2,527"
51,079,VA,Greene County,"1,630"
51,081,VA,Greensville County,"1,945"
51,083,VA,Halifax County,"5,290"
51,085,VA,Hanover County,"7,297"
51,087,VA,Henrico County,"23,099"
51,089,VA,Henry County,"8,421"
51,091,VA,Highland County,290
51,093,VA,Isle of Wight County,"3,205"
51,095,VA,James City County,"5,538"
51,097,VA,King and Queen County,938
51,099,VA,King George County,"1,776"
51,101,VA,King William County,"1,280"
51,103,VA,Lancaster County,"1,291"
51,105,VA,Lee County,"5,178"
51,107,VA,Loudoun County,"15,315"
51,109,VA,Louisa County,"3,873"
51,111,VA,Lunenburg County,"2,045"
51,113,VA,Madison County,"1,294"
51,115,VA,Mathews County,776
51,117,VA,Mecklenburg County,"4,619"
51,119,VA,Middlesex County,"1,360"
51,121,VA,Montgomery County,"20,612"
51,125,VA,Nelson County,"1,828"
51,127,VA,New Kent County,"1,150"
51,131,VA,Northampton County,"2,089"
51,133,VA,Northumberland County,"1,579"
51,135,VA,Nottoway County,"2,800"
51,137,VA,Orange County,"3,257"
51,139,VA,Page County,"3,154"
51,141,VA,Patrick County,"2,481"
51,143,VA,Pittsylvania County,"7,731"
51,145,VA,Powhatan County,"1,812"
51,147,VA,Prince Edward County,"3,407"
51,149,VA,Prince George County,"4,017"
51,153,VA,Prince William County,"30,613"
51,155,VA,Pulaski County,"4,420"
51,157,VA,Rappahannock County,671
51,159,VA,Richmond County,"1,250"
51,161,VA,Roanoke County,"7,597"
51,163,VA,Rockbridge County,"2,254"
51,165,VA,Rockingham County,"6,848"
51,167,VA,Russell County,"4,649"
51,169,VA,Scott County,"4,049"
51,171,VA,Shenandoah County,"4,361"
51,173,VA,Smyth County,"5,042"
51,175,VA,Southampton County,"2,316"
51,177,VA,Spotsylvania County,"10,287"
51,179,VA,Stafford County,"8,443"
51,181,VA,Surry County,797
51,183,VA,Sussex County,"1,616"
51,185,VA,Tazewell County,"7,500"
51,187,VA,Warren County,"3,699"
51,191,VA,Washington County,"6,900"
51,193,VA,Westmoreland County,"2,812"
51,195,VA,Wise County,"6,330"
51,197,VA,Wythe County,"4,727"
51,199,VA,York County,"3,559"
51,510,VA,Alexandria city,"15,125"
51,520,VA,Bristol city,"3,098"
51,530,VA,Buena Vista city,921
51,540,VA,Charlottesville city,"9,432"
51,550,VA,Chesapeake city,"20,347"
51,570,VA,Colonial Heights city,"1,704"
51,580,VA,Covington city,979
51,590,VA,Danville city,"9,832"
51,595,VA,Emporia city,"1,143"
51,600,VA,Fairfax city,"1,747"
51,610,VA,Falls Church city,581
51,620,VA,Franklin city,"1,584"
51,630,VA,Fredericksburg city,"3,696"
51,640,VA,Galax city,"1,334"
51,650,VA,Hampton city,"16,442"
51,660,VA,Harrisonburg city,"11,006"
51,670,VA,Hopewell city,"4,737"
51,678,VA,Lexington city,988
51,680,VA,Lynchburg city,"12,216"
51,683,VA,Manassas city,"3,660"
51,685,VA,Manassas Park city,"1,242"
51,690,VA,Martinsville city,"2,622"
51,700,VA,Newport News city,"27,809"
51,710,VA,Norfolk city,"34,150"
51,720,VA,Norton city,738
51,730,VA,Petersburg city,"7,518"
51,735,VA,Poquoson city,677
51,740,VA,Portsmouth city,"16,721"
51,750,VA,Radford city,"3,456"
51,760,VA,Richmond city,"45,409"
51,770,VA,Roanoke city,"17,429"
51,775,VA,Salem city,"2,469"
51,790,VA,Staunton city,"2,979"
51,800,VA,Suffolk city,"10,069"
51,810,VA,Virginia Beach city,"41,912"
51,820,VA,Waynesboro city,"2,748"
51,830,VA,Williamsburg city,"2,170"
51,840,VA,Winchester city,"3,388"
53,000,WA,Washington,"755,589"
53,001,WA,Adams County,"3,268"
53,003,WA,Asotin County,"3,080"
53,005,WA,Benton County,"22,043"
53,007,WA,Chelan County,"8,478"
53,009,WA,Clallam County,"9,204"
53,011,WA,Clark County,"45,938"
53,013,WA,Columbia County,529
53,015,WA,Cowlitz County,"13,865"
53,017,WA,Douglas County,"4,331"
53,019,WA,Ferry County,"1,266"
53,021,WA,Franklin County,"11,196"
53,023,WA,Garfield County,305
53,025,WA,Grant County,"11,623"
53,027,WA,Grays Harbor County,"10,157"
53,029,WA,Island County,"6,905"
53,031,WA,Jefferson County,"3,699"
53,033,WA,King County,"205,784"
53,035,WA,Kitsap County,"23,100"
53,037,WA,Kittitas County,"6,195"
53,039,WA,Klickitat County,"2,978"
53,041,WA,Lewis County,"11,288"
53,043,WA,Lincoln County,"1,260"
53,045,WA,Mason County,"8,214"
53,047,WA,Okanogan County,"6,748"
53,049,WA,Pacific County,"3,171"
53,051,WA,Pend Oreille County,"2,188"
53,053,WA,Pierce County,"74,284"
53,055,WA,San Juan County,"1,997"
53,057,WA,Skagit County,"15,073"
53,059,WA,Skamania County,"1,324"
53,061,WA,Snohomish County,"59,505"
53,063,WA,Spokane County,"59,848"
53,065,WA,Stevens County,"6,392"
53,067,WA,Thurston County,"29,197"
53,069,WA,Wahkiakum County,535
53,071,WA,Walla Walla County,"7,043"
53,073,WA,Whatcom County,"29,011"
53,075,WA,Whitman County,"7,490"
53,077,WA,Yakima County,"37,078"
54,000,WV,West Virginia,"291,051"
54,001,WV,Barbour County,"2,896"
54,003,WV,Berkeley County,"12,365"
54,005,WV,Boone County,"5,219"
54,007,WV,Braxton County,"2,544"
54,009,WV,Brooke County,"2,776"
54,011,WV,Cabell County,"17,022"
54,013,WV,Calhoun County,"1,459"
54,015,WV,Clay County,"1,745"
54,017,WV,Doddridge County,"1,222"
54,019,WV,Fayette County,"7,599"
54,021,WV,Gilmer County,"1,455"
54,023,WV,Grant County,"1,646"
54,025,WV,Greenbrier County,"6,037"
54,027,WV,Hampshire County,"3,633"
54,029,WV,Hancock County,"4,223"
54,031,WV,Hardy County,"2,457"
54,033,WV,Harrison County,"9,405"
54,035,WV,Jackson County,"4,222"
54,037,WV,Jefferson County,"5,575"
54,039,WV,Kanawha County,"27,810"
54,041,WV,Lewis County,"2,975"
54,043,WV,Lincoln County,"4,065"
54,045,WV,Logan County,"7,325"
54,047,WV,McDowell County,"5,768"
54,049,WV,Marion County,"8,257"
54,051,WV,Marshall County,"4,826"
54,053,WV,Mason County,"4,554"
54,055,WV,Mercer County,"10,503"
54,057,WV,Mineral County,"3,534"
54,059,WV,Mingo County,"7,115"
54,061,WV,Monongalia County,"18,293"
54,063,WV,Monroe County,"1,872"
54,065,WV,Morgan County,"2,184"
54,067,WV,Nicholas County,"4,776"
54,069,WV,Ohio County,"5,793"
54,071,WV,Pendleton County,969
54,073,WV,Pleasants County,986
54,075,WV,Pocahontas County,"1,227"
54,077,WV,Preston County,"4,618"
54,079,WV,Putnam County,"5,725"
54,081,WV,Raleigh County,"15,381"
54,083,WV,Randolph County,"4,491"
54,085,WV,Ritchie County,"1,589"
54,087,WV,Roane County,"2,510"
54,089,WV,Summers County,"2,740"
54,091,WV,Taylor County,"2,552"
54,093,WV,Tucker County,954
54,095,WV,Tyler County,"1,128"
54,097,WV,Upshur County,"4,183"
54,099,WV,Wayne County,"6,189"
54,101,WV,Webster County,"2,060"
54,103,WV,Wetzel County,"2,304"
54,105,WV,Wirt County,893
54,107,WV,Wood County,"12,172"
54,109,WV,Wyoming County,"5,232"
55,000,WI,Wisconsin,"622,948"
55,001,WI,Adams County,"2,995"
55,003,WI,Ashland County,"2,266"
55,005,WI,Barron County,"4,219"
55,007,WI,Bayfield County,"1,876"
55,009,WI,Brown County,"24,355"
55,011,WI,Buffalo County,"1,177"
55,013,WI,Burnett County,"2,018"
55,015,WI,Calumet County,"2,763"
55,017,WI,Chippewa County,"6,376"
55,019,WI,Clark County,"4,257"
55,021,WI,Columbia County,"4,415"
55,023,WI,Crawford County,"1,831"
55,025,WI,Dane County,"62,409"
55,027,WI,Dodge County,"7,043"
55,029,WI,Door County,"2,604"
55,031,WI,Douglas County,"6,193"
55,033,WI,Dunn County,"5,177"
55,035,WI,Eau Claire County,"12,739"
55,037,WI,Florence County,478
55,039,WI,Fond du Lac County,"8,168"
55,041,WI,Forest County,"1,250"
55,043,WI,Grant County,"6,039"
55,045,WI,Green County,"2,619"
55,047,WI,Green Lake County,"2,478"
55,049,WI,Iowa County,"1,777"
55,051,WI,Iron County,743
55,053,WI,Jackson County,"2,497"
55,055,WI,Jefferson County,"6,203"
55,057,WI,Juneau County,"3,549"
55,059,WI,Kenosha County,"17,554"
55,061,WI,Kewaunee County,"1,567"
55,063,WI,La Crosse County,"13,944"
55,065,WI,Lafayette County,"1,639"
55,067,WI,Langlade County,"2,348"
55,069,WI,Lincoln County,"2,843"
55,071,WI,Manitowoc County,"8,665"
55,073,WI,Marathon County,"10,345"
55,075,WI,Marinette County,"3,840"
55,077,WI,Marquette County,"1,880"
55,078,WI,Menominee County,"1,027"
55,079,WI,Milwaukee County,"161,890"
55,081,WI,Monroe County,"5,119"
55,083,WI,Oconto County,"3,225"
55,085,WI,Oneida County,"3,464"
55,087,WI,Outagamie County,"13,789"
55,089,WI,Ozaukee County,"4,244"
55,091,WI,Pepin County,716
55,093,WI,Pierce County,"3,399"
55,095,WI,Polk County,"3,829"
55,097,WI,Portage County,"7,031"
55,099,WI,Price County,"1,628"
55,101,WI,Racine County,"23,827"
55,103,WI,Richland County,"2,320"
55,105,WI,Rock County,"16,283"
55,107,WI,Rusk County,"1,925"
55,109,WI,St. Croix County,"5,075"
55,111,WI,Sauk County,"6,305"
55,113,WI,Sawyer County,"2,588"
55,115,WI,Shawano County,"3,916"
55,117,WI,Sheboygan County,"10,013"
55,119,WI,Taylor County,"2,027"
55,121,WI,Trempealeau County,"2,892"
55,123,WI,Vernon County,"4,489"
55,125,WI,Vilas County,"2,677"
55,127,WI,Walworth County,"10,644"
55,129,WI,Washburn County,"1,955"
55,131,WI,Washington County,"7,107"
55,133,WI,Waukesha County,"20,035"
55,135,WI,Waupaca County,"5,014"
55,137,WI,Waushara County,"3,055"
55,139,WI,Winnebago County,"18,013"
55,141,WI,Wood County,"8,286"
56,000,WY,Wyoming,"60,226"
56,001,WY,Albany County,"6,309"
56,003,WY,Big Horn County,"1,440"
56,005,WY,Campbell County,"3,882"
56,007,WY,Carbon County,"1,706"
56,009,WY,Converse County,"1,321"
56,011,WY,Crook County,548
56,013,WY,Fremont County,"5,683"
56,015,WY,Goshen County,"1,482"
56,017,WY,Hot Springs County,592
56,019,WY,Johnson County,855
56,021,WY,Laramie County,"9,765"
56,023,WY,Lincoln County,"1,522"
56,025,WY,Natrona County,"8,349"
56,027,WY,Niobrara County,341
56,029,WY,Park County,"3,372"
56,031,WY,Platte County,"1,009"
56,033,WY,Sheridan County,"2,929"
56,035,WY,Sublette County,612
56,037,WY,Sweetwater County,"3,761"
56,039,WY,Teton County,"1,392"
56,041,WY,Uinta County,"1,917"
56,043,WY,Washakie County,773
56,045,WY,Weston County,666
